acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.13699999999999998,['The Beatles'],0.59,154200,0.805,0,5J2CHimS7dWYMImCHkEFaJ,0.0,0,0.0996,-6.481,1,A Hard Day's Night - Remastered 2009,67,1964-07-10,0.0371,138.514,0.797,1964
0.64,['The Beatles'],0.767,149693,0.331,0,65vdMBskhx3akkG9vQlSH1,0.0,1,0.0681,-10.777,0,And I Love Her - Remastered 2009,67,1964-07-10,0.0337,113.312,0.636,1964
0.52,['Jay & The Americans'],0.636,166667,0.684,0,252YuUdUaC5OojaBU0H1CP,0.0015,3,0.534,-9.302,1,Come A Little Bit Closer,66,1964,0.057,132.509,0.8809999999999999,1964
0.36,['The Beach Boys'],0.39,134387,0.625,0,3v9xlH6BpmRbqL7hgNJhfT,0.0,9,0.0663,-7.813,0,I Get Around (Mono),65,1964-07-13,0.0537,144.338,0.514,1964
0.0666,['The Beach Boys'],0.487,169933,0.464,0,1GLmaPfulP0BrfijohQpN5,0.0053100000000000005,4,0.105,-9.821,1,Don't Worry Baby - Remastered 2001,64,1964-03-02,0.03,121.242,0.851,1964
0.557,['Mary Wells'],0.691,174440,0.581,0,4591VqUIXysNlmI5NcAIUd,4.620000000000001e-05,10,0.147,-7.85,1,My Guy,64,1964,0.065,126.615,0.91,1964
0.7979999999999999,['Frank Sinatra'],0.622,202160,0.24,0,0elmUoU7eMPwZX1Mw1MnQo,0.0,5,0.142,-14.067,0,The Way You Look Tonight,64,1964,0.0363,132.234,0.5870000000000001,1964
0.7909999999999999,['The Supremes'],0.5660000000000001,153333,0.49,0,69RH84na5iUNwrwxpgjC5j,1.42e-05,0,0.0919,-10.867,1,Where Did Our Love Go,64,1964-08-31,0.0414,134.934,0.847,1964
0.412,['The Beatles'],0.652,163600,0.583,0,1Dg4dFJr3HW7sbA7vPejre,0.0,9,0.119,-7.811,1,Eight Days A Week - Remastered 2009,64,1964-12-04,0.038,138.134,0.7440000000000001,1964
0.461,"['Frank Sinatra', 'Count Basie']",0.612,149640,0.197,0,1iZgzgmsFsi0deffe0rleB,5.09e-06,5,0.0516,-14.878,1,Fly Me To The Moon (In Other Words),64,1964-08,0.0438,117.91,0.25,1964
0.28300000000000003,['The Beatles'],0.483,131867,0.677,0,3SdingSsFcZDZAyvcJbgAw,0.0,0,0.321,-5.91,1,Can't Buy Me Love - Remastered 2009,64,1964-07-10,0.0593,170.72,0.8420000000000001,1964
0.159,['The Temptations'],0.618,165744,0.7040000000000001,0,3496rr5XSGD6n1Z1OKXovb,0.000262,4,0.358,-4.686,1,The Way You Do The Things You Do,63,1964,0.0321,124.218,0.741,1964
0.97,['Johnny Cash'],0.596,154173,0.194,0,3X9tJw6z5LowFx339fhTvu,0.162,10,0.099,-20.389,1,I Walk the Line - Stereo Version,63,1964-06-13,0.0347,114.974,0.746,1964
0.809,"['Eydie Gormé', 'Los Panchos']",0.6509999999999999,168400,0.376,0,0Hja9zlVQHC768PsPjWscW,1.72e-06,8,0.13,-11.32,1,Sabor a Mí,63,1964,0.0435,97.011,0.593,1964
0.425,['Chuck Berry'],0.596,163000,0.7909999999999999,0,3qt3ybU6MScMxMKL2TYBvt,0.000295,7,0.0886,-8.88,1,No Particular Place To Go,62,1964-11-01,0.0446,129.237,0.98,1964
0.8540000000000001,['Dean Martin'],0.366,164547,0.391,0,5I9sHwLDX28tLtzVgKLtpr,0.0,3,0.35200000000000004,-12.322,1,Everybody Loves Somebody,62,1964,0.0425,119.182,0.461,1964
0.635,['The Temptations'],0.5720000000000001,165000,0.418,0,745H5CctFr12Mo7cqa1BMH,0.0,0,0.0961,-10.738,1,My Girl,78,1965-03-22,0.0349,104.566,0.6940000000000001,1965
0.0383,['The Rolling Stones'],0.723,222813,0.863,0,2PzU4IB8Dr6mxV3lHuaG34,0.0317,2,0.128,-7.89,1,(I Can't Get No) Satisfaction - Mono Version,77,1965-07-30,0.0338,136.30200000000002,0.931,1965
0.879,['The Beatles'],0.332,125667,0.179,0,3BQHpFgAp4l80e1XslIjNI,0.0,5,0.0886,-11.83,1,Yesterday - Remastered 2009,76,1965-08-06,0.0326,96.529,0.315,1965
0.579,['Burl Ives'],0.6829999999999999,135533,0.375,0,77khP2fIVhSW23NwxrRluh,0.0,0,0.076,-13.056,1,A Holly Jolly Christmas - Single Version,75,1965-01-01,0.0303,140.467,0.888,1965
0.908,['Vince Guaraldi Trio'],0.583,309387,0.191,0,34rzJNfTd5e9s3TICFMPD0,0.00824,5,0.126,-15.938,1,O Tannenbaum,74,1965,0.0404,123.303,0.342,1965
0.8640000000000001,['Nina Simone'],0.399,174000,0.326,0,6Rqn2GFlmvmV4w9Ala0I1e,0.0,7,0.191,-9.239,0,Feeling Good,74,1965-06-01,0.0386,79.206,0.546,1965
0.7290000000000001,['Bob Dylan'],0.483,369600,0.721,0,3AhXZa8sUQht0UEdBJgpGc,0.0,0,0.189,-6.836,1,Like a Rolling Stone,73,1965-08-30,0.032,95.261,0.562,1965
0.245,['Four Tops'],0.667,160280,0.599,0,6b6IMqP565TbtFFZg9iFf3,0.0,0,0.107,-8.894,1,"I Can't Help Myself (Sugar Pie, Honey Bunch)",72,1965,0.0291,127.935,0.971,1965
0.449,['The Beatles'],0.688,146333,0.435,0,3KfbEIOC7YIv90FIfNSZpo,0.0,9,0.113,-11.359000000000002,1,In My Life - Remastered 2009,72,1965-12-03,0.0323,103.239,0.435,1965
0.396,['The Righteous Brothers'],0.339,218013,0.208,0,2qhASBzpbFhPRtrnZ5lLnz,0.000519,0,0.18,-16.725,1,Unchained Melody,72,1965-04-04,0.0308,98.54,0.28800000000000003,1965
0.188,['The Beatles'],0.534,139560,0.725,0,7DD7eSuYSC5xk2ArU62esN,0.0,6,0.0994,-7.576,0,Help! - Remastered 2009,71,1965-08-06,0.0332,95.003,0.763,1965
0.6709999999999999,['Burl Ives'],0.67,130027,0.275,0,47otoIkhx3fkdivEXL5OB6,0.0,0,0.199,-12.755,1,Rudolph The Red-Nosed Reindeer,70,1965-01-01,0.0385,152.649,0.8059999999999999,1965
0.7240000000000001,['Andy Williams'],0.5710000000000001,128400,0.634,0,5ymVfeMK8cDew5vzntTuc7,0.0,5,0.0864,-9.155,0,Sleigh Ride,70,1965,0.0537,109.575,0.805,1965
0.598,['Tom Jones'],0.476,119800,0.722,0,3TlIt0ReIxPsVZcOEivT5U,0.0,0,0.184,-10.017,1,It's Not Unusual,69,1965-05-01,0.0646,92.966,0.909,1965
0.308,['The Who'],0.412,198707,0.782,0,4u9f8hqstB7iITDJNzKhQx,0.00822,2,0.0775,-9.186,0,My Generation - Stereo Version,68,1965-12-03,0.058,96.732,0.705,1965
0.978,['Vince Guaraldi Trio'],0.388,166387,0.145,0,299lFlaAsNQdgbIZNPmIA0,6.86e-06,9,0.0997,-19.697,0,Christmas Time Is Here - Vocal,67,1965,0.0318,75.47399999999998,0.0911,1965
0.213,"[""The Lovin' Spoonful""]",0.5529999999999999,125827,0.738,0,1udKn1oNKYQSQ9OmiIWCMu,0.0,0,0.339,-7.962999999999999,1,Do You Believe in Magic?,67,1965-11,0.0457,138.602,0.759,1965
0.0118,['Martha Reeves & The Vandellas'],0.556,165227,0.57,0,6rLqjzGV5VMLDWEnuUqi8q,0.000526,2,0.198,-9.472,1,Dancing In The Street - Stereo,67,1965-01-01,0.0393,126.01,0.304,1965
0.183,['The Beatles'],0.425,124693,0.369,0,1H7gMYGykdtwZOV6s1N0by,0.00126,4,0.112,-11.876,1,Norwegian Wood (This Bird Has Flown) - Remastered 2009,67,1965-12-03,0.0379,176.625,0.65,1965
0.755,['Nina Simone'],0.42,155027,0.398,0,0sjxRg1VlYfx4YG7uxurrq,0.000537,6,0.172,-9.13,0,I Put A Spell On You,67,1965-06-01,0.0296,88.897,0.364,1965
0.135,['The Byrds'],0.452,229360,0.818,0,5qBqBdfTEIWJwAS0Jm2F5R,2.72e-05,2,0.052000000000000005,-8.124,1,Turn! Turn! Turn! (To Everything There Is a Season),66,1965-12-06,0.0439,124.474,0.755,1965
0.652,['The Beatles'],0.578,162373,0.29,0,5By7Pzgl6TMuVJG168VWzS,0.0,5,0.105,-12.501,0,Michelle - Remastered 2009,66,1965-12-03,0.0341,117.403,0.6659999999999999,1965
0.787,['Vince Guaraldi Trio'],0.496,185453,0.388,0,0MmNrhvLcoWjo7AOr0vgka,0.939,8,0.16699999999999998,-14.177,1,Linus And Lucy,65,1965,0.0382,81.77199999999998,0.6940000000000001,1965
0.136,['Sonny & Cher'],0.629,190080,0.795,0,4SGBuq37Ol4HJr7pQqFMKa,5.44e-06,6,0.132,-6.02,1,I Got You Babe,65,1965,0.0278,110.583,0.6,1965
0.927,['Vince Guaraldi Trio'],0.327,144933,0.299,0,0LP2DlqqEH5Lo0ujWdHkUD,0.952,5,0.127,-13.765,0,What Child Is This,64,1965,0.0294,85.241,0.465,1965
0.522,['The Righteous Brothers'],0.369,226453,0.305,0,6AeyHqzNHJthYJbn0tvJ4b,0.0,1,0.0579,-14.303,1,You've Lost That Lovin' Feelin' - Single Version,64,1965-10-20,0.0267,94.791,0.376,1965
0.0457,['The Beatles'],0.519,189680,0.85,0,7CZiDzGVjUssMSOXrDNYHL,0.0,9,0.233,-6.777,1,Ticket To Ride - Remastered 2009,64,1965-08-06,0.0678,123.419,0.7490000000000001,1965
0.0173,['The Beatles'],0.754,148893,0.5710000000000001,0,06ypiqmILMdVeaiErMFA91,0.0,2,0.3,-8.547,1,Drive My Car - Remastered 2009,64,1965-12-03,0.0421,122.463,0.82,1965
0.794,['Bob Dylan'],0.39,330533,0.31,0,3RkQ3UwOyPqpIiIvGVewuU,0.0,5,0.379,-14.545,1,Mr. Tambourine Man,64,1965-03-22,0.0676,177.515,0.584,1965
0.966,['Vince Guaraldi Trio'],0.419,366213,0.116,0,4DphT1rljbJjbK9WdrR1zI,0.648,5,0.138,-18.397,1,Christmas Time Is Here - Instrumental,63,1965,0.0331,74.634,0.0865,1965
0.35200000000000004,['The Mamas & The Papas'],0.552,162373,0.608,0,4s6LhHAV5SEsOV0lC2tjvJ,0.0,1,0.0533,-9.786,0,California Dreamin' - Single Version,78,1966-03,0.0345,112.367,0.637,1966
0.0493,['The Rolling Stones'],0.464,202267,0.795,0,63T7DJ1AFDD6Bn8VzG6JE8,0.00244,1,0.399,-9.267,1,"Paint It, Black",78,1966-04-15,0.0926,158.691,0.612,1966
0.9,['Dean Martin'],0.29,142560,0.259,0,4QX5pZQpQTgVlkqfUTDim0,0.0,8,0.308,-13.967,1,Silver Bells,74,1966,0.0306,97.173,0.606,1966
0.406,['Buffalo Springfield'],0.653,153693,0.519,0,1qRA5BS78u3gME0loMl9AA,0.0209,2,0.101,-10.164,1,For What It's Worth,74,1966-12-05,0.0497,98.883,0.8220000000000001,1966
0.299,['The Supremes'],0.63,167933,0.711,0,1OppEieGNdItZbE14gLBEv,0.0,10,0.0813,-9.34,1,You Can't Hurry Love,74,1966-08-25,0.0472,96.912,0.659,1966
0.253,['The Beach Boys'],0.521,173040,0.487,0,6iGU74CwXuT4XVepjc9Emf,0.0,6,0.0579,-7.525,0,God Only Knows - Remastered,72,1966-06-16,0.0299,117.072,0.483,1966
0.718,['The Beach Boys'],0.392,153205,0.629,0,2Gy7qnDwt8Z3MNxqat4CsK,3.76e-06,5,0.129,-7.056,1,Wouldn't It Be Nice - Stereo Mix,71,1966-06-16,0.0335,124.511,0.72,1966
0.952,"['Thurl Ravenscroft', 'Boris Karloff']",0.517,315707,0.484,0,4qP2V09IpTct5A1ZSnr1zh,0.0075,2,0.129,-10.93,0,"You're A Mean One, Mr. Grinch",70,1966-12-18,0.318,141.914,0.42,1966
0.55,['Frank Sinatra'],0.56,187040,0.434,0,4FmCUATNIarCQh72JYdvnm,0.0,4,0.34600000000000003,-14.151,0,That's Life,70,1966-11,0.0729,112.803,0.664,1966
0.936,['The Beatles'],0.581,126533,0.28,0,5GjPQ0eI7AgmOnADn1EO6Q,1.56e-05,4,0.305,-9.091,0,Eleanor Rigby - Remastered 2009,69,1966-08-05,0.0381,137.83100000000002,0.813,1966
0.0103,['The Rolling Stones'],0.505,204480,0.836,0,1RJeiAIwR9pZBgJA8ndZLL,0.0771,5,0.295,-7.383999999999999,0,"Paint It, Black - Mono",69,1966-01-01,0.101,159.66899999999995,0.764,1966
0.5920000000000001,['Frank Sinatra'],0.259,157867,0.473,0,74VR3AkGPhbYXnxcOYa16x,0.0,5,0.201,-8.275,1,Strangers In The Night,69,1966-05,0.0295,90.348,0.539,1966
0.412,['James Brown & The Famous Flames'],0.613,165800,0.487,0,5haXbSJqjjM0TCJ5XkfEaC,1.02e-05,7,0.28600000000000003,-8.781,1,I Got You (I Feel Good),69,1966-01-01,0.0935,143.332,0.6990000000000001,1966
0.483,['Nancy Sinatra'],0.74,166008,0.392,0,2nwCO1PqpvyoFIvq3Vrj8N,1.11e-06,9,0.0965,-11.996,1,These Boots Are Made For Walkin',69,1966-03,0.0824,82.742,0.387,1966
0.906,['Paul Anka'],0.5489999999999999,155080,0.433,0,7eqNATKM78MkWP6aHGXHEV,0.0108,7,0.0774,-8.526,1,Put Your Head on My Shoulder,67,1966,0.0327,116.068,0.486,1966
0.196,['Sam & Dave'],0.8029999999999999,155707,0.338,0,6PgVDY8GTkxF3GmhVGPzoB,0.038,6,0.097,-14.029000000000002,1,"Hold On, I'm Comin'",66,1966,0.0349,106.841,0.912,1966
0.13,['Percy Sledge'],0.516,173867,0.15,0,51FpzuGkRYXFgsE2zXt9av,0.0755,1,0.122,-20.41,1,When a Man Loves a Woman,66,1966,0.0272,97.398,0.206,1966
0.102,['The Kinks'],0.595,210525,0.465,0,0DQqzCHlPyKQXfF8uL01SI,0.0,2,0.0641,-8.412,0,Sunny Afternoon - Mono Mix,66,1966-10-28,0.026,124.991,0.4920000000000001,1966
0.5489999999999999,['The Temptations'],0.763,156173,0.6559999999999999,0,4CoGNqLap7UGU5Q3VdKug0,0.0,0,0.125,-6.86,1,Ain't Too Proud To Beg,65,1966,0.0417,118.394,0.926,1966
0.8290000000000001,['Simon & Garfunkel'],0.485,149613,0.38,0,4Xl2PrS3DJqqSKXCo6Uhv9,0.0,3,0.103,-11.773,1,Homeward Bound,65,1966-10-10,0.034,92.933,0.531,1966
0.6679999999999999,['Fontella Bass'],0.6779999999999999,171027,0.544,0,1GY8zOFi8rC39xXnD0tKO8,9.62e-06,4,0.103,-9.468,0,Rescue Me,65,1966-01-01,0.0326,122.735,0.963,1966
0.18600000000000005,['Otis Redding'],0.5870000000000001,201733,0.133,0,36AlMHDBFwSsD3FQOy1R81,2.26e-05,9,0.258,-15.151,0,Try a Little Tenderness,64,1966-10-15,0.0565,102.938,0.068,1966
0.232,['Otis Redding'],0.483,240800,0.275,0,4PFiLGx8jAzcAJxwPLUeZ9,0.0,0,0.125,-13.609000000000002,1,Cigarettes and Coffee,64,1966-04-01,0.0418,138.063,0.31,1966
0.299,['The Rolling Stones'],0.732,221533,0.494,0,5lmGgOaixbwKHtpTzjJoqx,0.205,6,0.0919,-13.571,0,Under My Thumb,64,1966-04-15,0.0406,126.986,0.799,1966
0.531,['The Beatles'],0.604,158880,0.5489999999999999,0,50xwQXPtfNZFKFeZ0XePWc,0.0,1,0.438,-9.873,1,Yellow Submarine - Remastered 2009,64,1966-08-05,0.0389,111.398,0.696,1966
0.8079999999999999,['Charles Aznavour'],0.377,245187,0.337,0,2o0hVSbnkdvDDKKVNaUxnB,0.0,0,0.238,-7.346,0,La bohème,64,1966,0.0341,117.316,0.545,1966
0.404,['The Temptations'],0.59,164160,0.737,0,676Rf0qIOh2gKNEl9TnCOx,0.0,7,0.108,-5.867000000000001,1,Get Ready,63,1966,0.0384,132.966,0.877,1966
0.741,['The Troggs'],0.453,155333,0.6579999999999999,0,7jGzYUZ2Bgg8BDfYlQRfn8,0.0288,9,0.135,-13.472,1,Wild Thing,63,1966-07-25,0.0539,203.871,0.7609999999999999,1966
0.0362,['The Rolling Stones'],0.596,219467,0.901,0,55LRDFmsuazr533WrtHHW9,0.7490000000000001,3,0.0698,-7.372999999999997,1,Jumpin' Jack Flash - Mono,63,1966-01-01,0.0482,137.359,0.621,1966
0.34600000000000003,['The Isley Brothers'],0.632,172733,0.59,0,5c33j1xFVOL4G24zxYhssB,0.0,5,0.24,-10.206,1,This Old Heart Of Mine (Is Weak For You),63,1966,0.0305,130.287,0.953,1966
0.00255,['Jimi Hendrix'],0.438,240800,0.805,0,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,All Along the Watchtower,77,1968-10-25,0.0624,113.253,0.564,1968
0.713,['Simon & Garfunkel'],0.606,244027,0.457,0,0iOZM63lendWRTTeKhZBSC,2.53e-05,6,0.0747,-14.035,0,"Mrs. Robinson - From ""The Graduate"" Soundtrack",75,1968-04-03,0.0497,92.033,0.813,1968
0.478,['Aretha Franklin'],0.5920000000000001,216773,0.355,0,3NfxSdJnVdon1axzloJgba,0.0,9,0.0585,-14.050999999999998,1,I Say a Little Prayer,75,1968-06-14,0.0352,133.032,0.499,1968
0.315,['The Foundations'],0.659,177533,0.513,0,6sPOmDulFtLzfX25zICNrC,0.0,0,0.28300000000000003,-7.186,1,Build Me Up Buttercup - Mono,74,1968-01-01,0.0293,133.609,0.855,1968
0.833,['Tony Bennett'],0.452,133867,0.366,0,4ricyQVd20UQde1jpXCSuJ,0.0,0,0.0789,-14.152,0,Winter Wonderland,74,1968-11-06,0.0415,114.993,0.629,1968
0.754,['The Beatles'],0.6859999999999999,138387,0.127,0,5jgFfDIR6FR0gvlA56Nakr,1.41e-05,7,0.0573,-14.361,1,Blackbird - Remastered 2009,74,1968-11-22,0.0342,93.699,0.3720000000000001,1968
0.684,['Otis Redding'],0.769,163756,0.3670000000000001,0,3zBhihYUHBmGd2bcQIobrF,1.62e-05,2,0.081,-11.226,1,(Sittin' On) the Dock of the Bay,74,1968,0.0312,103.621,0.535,1968
0.518,['The Rolling Stones'],0.7020000000000001,378147,0.6679999999999999,0,1Ud6moTC0KyXMq1Oxfien0,0.0,9,0.0588,-9.237,1,Sympathy For The Devil - 50th Anniversary Edition,74,1968-12-06,0.214,116.063,0.561,1968
0.373,['The Band'],0.63,274493,0.551,0,0P7DoyGrr4Wp9w5TotEtUC,5.75e-05,9,0.103,-9.28,1,The Weight - Remastered,73,1968-07-01,0.0549,143.868,0.518,1968
0.191,['Cream'],0.5529999999999999,298333,0.5760000000000001,0,3Xls4cNOwy01dtrNXb1inG,0.006640000000000001,0,0.0365,-13.458,1,White Room,72,1968-07-01,0.0304,109.827,0.457,1968
0.195,['Stevie Wonder'],0.524,169800,0.519,0,4kP69y3GKHi9tXckfgp4bK,0.0,6,0.523,-11.903,1,For Once In My Life,72,1968-12-01,0.043,110.121,0.847,1968
0.272,['Marvin Gaye'],0.711,194293,0.362,0,1tqT6DhmsrtQgyCKUwotiw,0.0,3,0.127,-10.851,0,I Heard It Through The Grapevine,72,1968-08-26,0.0381,117.287,0.616,1968
0.142,['Steppenwolf'],0.64,271573,0.6509999999999999,0,4c4jJJoaiY21t2TyRZgdWS,0.28,4,0.0341,-14.981,0,Magic Carpet Ride,70,1968-10-01,0.0517,111.676,0.8009999999999999,1968
0.6890000000000001,['Etta James'],0.477,156653,0.433,0,1kPBT8S2wJFNAyBMnGVZgL,0.000195,11,0.151,-6.473,0,I'd Rather Go Blind,70,1968-04-18,0.0247,82.52,0.611,1968
0.232,['The Beatles'],0.818,188960,0.728,0,1gFNm7cXfG1vSMcxPpSxec,0.0642,10,0.251,-8.331,1,"Ob-La-Di, Ob-La-Da - Remastered 2009",70,1968-11-22,0.0314,113.059,0.975,1968
0.7909999999999999,['The Mamas & The Papas'],0.413,194427,0.313,0,27hhIs2fp6w06N5zx4Eaa5,1.5e-06,7,0.0727,-13.138,1,Dream A Little Dream Of Me - With Introduction,70,1968-05-01,0.0519,92.515,0.349,1968
0.0205,['The Beatles'],0.453,285000,0.654,0,389QX9Q1eUOEZ19vtzzI9O,0.00395,4,0.172,-8.855,0,While My Guitar Gently Weeps - Remastered 2009,69,1968-11-22,0.0317,115.0,0.7020000000000001,1968
0.0652,['Johnny Cash'],0.621,162653,0.524,0,2fDHuS1PTkHBbCWWZF1ph9,0.00199,0,0.893,-15.269,1,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",68,1968-05-01,0.0803,110.586,0.889,1968
0.256,['The Monkees'],0.51,179613,0.488,0,7uEcCGtM1FBBGIhPozhJjv,0.0,7,0.11,-10.304,1,Daydream Believer,68,1968-04-22,0.0304,125.683,0.649,1968
0.263,"['Big Brother & The Holding Company', 'Janis Joplin']",0.443,253333,0.727,0,1xKQbqQtQWrtQS47fUJBtl,0.00014099999999999998,4,0.16899999999999998,-7.951,1,Piece of My Heart,68,1968-08-12,0.145,160.82,0.5660000000000001,1968
0.213,['Aretha Franklin'],0.65,166973,0.32299999999999995,0,5K09WxKdlkroDyEVyOSySy,0.0,0,0.187,-8.698,1,(You Make Me Feel Like) A Natural Woman,68,1968-01-22,0.0283,110.962,0.276,1968
0.7290000000000001,['Louis Armstrong'],0.271,139227,0.165,0,29U7stRjqHU6rMiS8BfaI9,1.6e-06,5,0.118,-20.652,1,What A Wonderful World - Single Version,67,1968-01-01,0.0351,77.082,0.203,1968
0.262,['Steppenwolf'],0.439,212893,0.7340000000000001,0,3lN8PP6R2IxbLP05QpYXng,0.333,2,0.244,-12.168,1,Born To Be Wild - Single Version,67,1968-01-01,0.097,145.703,0.54,1968
0.251,['Aretha Franklin'],0.687,139733,0.63,0,4yQw7FR9lcvL6RHtegbJBh,0.0,6,0.221,-10.817,1,Think,67,1968-06-14,0.0389,110.051,0.926,1968
0.156,['Bee Gees'],0.31,188307,0.464,0,36CKza28wMxYdjdzji7ine,8.94e-06,7,0.132,-8.755,1,I Started A Joke,67,1968-08-11,0.0275,144.775,0.431,1968
0.48,['Jimi Hendrix'],0.214,313373,0.91,0,2AxCeJ6PSsBYiTckM0HLY7,0.00839,8,0.0517,-6.662000000000001,1,Voodoo Child (Slight Return),66,1968-10-25,0.389,175.56099999999995,0.447,1968
0.069,['The Beatles'],0.48,163453,0.969,0,0j3p1p06deJ7f9xmJ9yG22,0.00022,9,0.0608,-7.463999999999999,1,Back In The U.S.S.R. - Remastered 2009,66,1968-11-22,0.0854,142.489,0.494,1968
0.338,['Harry Nilsson'],0.438,163587,0.349,0,1jcPcDu2YawPfLhwjYnqK2,5.7e-05,4,0.417,-15.569,1,"Everybody's Talkin' - From ""Midnight Cowboy""",66,1968-07-01,0.038,124.984,0.6829999999999999,1968
0.142,['The Zombies'],0.537,214027,0.7,0,5AJrhrwz4oSZX2PwwV4qrN,1.58e-06,4,0.383,-6.852,0,Time of the Season - Mono Version,65,1968-04-19,0.0366,117.111,0.695,1968
0.5539999999999999,['Simon & Garfunkel'],0.259,215293,0.241,0,6dfhF1BDGmhM69fnCb6wSC,6.62e-06,2,0.0849,-15.955,1,America,64,1968-04-03,0.042,178.453,0.275,1968
0.00475,['Mother Mother'],0.527,181680,0.922,0,2kS6td1yvmpNgZTt1q5pQq,0.000162,9,0.422,-2.6660000000000004,0,Hayloft,85,2008-09-23,0.0728,95.975,0.49,2008
0.595,['Jason Mraz'],0.6859999999999999,242187,0.457,0,1EzrEOXmMH3G43AXT1y7pA,0.0,11,0.105,-8.322000000000001,1,I'm Yours,82,2008-05-12,0.0468,150.953,0.718,2008
0.00864,"['Rihanna', 'JAY-Z']",0.583,275987,0.8290000000000001,0,49FYlytm3dAAraYgpoJZux,0.0,1,0.0426,-4.603,1,Umbrella,82,2008-06-02,0.134,174.028,0.575,2008
0.00172,['Kings of Leon'],0.542,203347,0.905,0,0ntQJM78wzOLVeCUAW7Y45,0.0104,9,0.136,-5.653,1,Sex on Fire,80,2008-09-23,0.054000000000000006,153.398,0.374,2008
0.00428,['The Offspring'],0.55,177827,0.917,1,6TfBA04WJ3X1d1wXhaCFVT,0.0,0,0.197,-3.159,1,"You're Gonna Go Far, Kid",79,2008-06-17,0.0638,126.115,0.601,2008
0.17600000000000002,['Miki Matsubara'],0.6579999999999999,312293,0.747,0,2BHj31ufdEqVK5CkYDp9mA,8.49e-06,5,0.0789,-6.615,1,Mayonaka no Door / Stay With Me,79,2008,0.0431,108.259,0.792,2008
0.0954,['Coldplay'],0.486,242373,0.617,0,1mea3bSkSGXuIRvnydlB5b,3.23e-06,5,0.109,-7.115,0,Viva La Vida,79,2008-05-26,0.0287,138.015,0.417,2008
0.0928,"['Flo Rida', 'T-Pain']",0.918,231400,0.609,0,0CAfXk7DXMnon4gLudAp7J,0.0,10,0.139,-5.64,0,Low (feat. T-Pain),79,2008-03-17,0.0791,128.00799999999998,0.304,2008
0.0515,['Kanye West'],0.79,211000,0.647,0,4EWCNWgDS8707fNSZ1oaA5,0.0,10,0.248,-5.983,0,Heartless,78,2008-11-24,0.136,87.999,0.654,2008
0.0973,['Mother Mother'],0.687,216667,0.6459999999999999,0,1rRwwqteLePmi70PGaC8ah,0.000593,4,0.161,-3.841,1,Arms Tonite,78,2008-09-23,0.039,139.97799999999998,0.32299999999999995,2008
0.171,"['Estelle', 'Kanye West']",0.727,284733,0.7290000000000001,1,22UDw8rSfLbUsaAGTXQ4Z8,0.0,0,0.07,-2.99,1,American Boy,78,2008-03-28,0.326,117.932,0.512,2008
0.0336,['Rihanna'],0.835,267080,0.669,0,0ByMNEPAPpOR5H69DVrTNy,6.92e-05,6,0.0535,-5.5820000000000025,0,Don't Stop The Music,77,2008-06-02,0.0643,122.668,0.542,2008
0.131,['Taylor Swift'],0.617,236267,0.741,0,1D4PL9B8gOg78jiHg3FvBb,0.0,2,0.0772,-3.97,1,Love Story,77,2008-11-11,0.0311,118.984,0.306,2008
0.0633,['Mother Mother'],0.516,262173,0.755,0,0zMAvsQmaQ4DGsmXtKixpn,0.00103,5,0.107,-3.724,1,Burning Pile,76,2008-09-23,0.0383,140.099,0.165,2008
0.0185,"['Soulja Boy', 'Sammie']",0.758,193387,0.7120000000000001,1,2q4rjDy9WhaN3o9MvDbO21,0.0,7,0.0677,-3.781,1,Kiss Me Thru The Phone,76,2008-01-01,0.112,149.998,0.795,2008
0.257,['Empire of the Sun'],0.871,198440,0.701,0,5r5cp9IpziiIsR6b93vcnQ,7.52e-06,5,0.0589,-5.5939999999999985,0,Walking On A Dream,76,2008-10-03,0.0458,126.975,0.716,2008
0.272,['Beyoncé'],0.508,261640,0.72,0,4JehYebiI9JE8sR8MisGVb,0.0,11,0.0563,-5.908,0,Halo,76,2008-11-17,0.0628,79.983,0.472,2008
0.00032900000000000003,['P!nk'],0.534,215160,0.87,1,0JiY190vktuhSGN6aqJdrt,0.0,11,0.241,-3.0780000000000003,0,So What,76,2008-10-24,0.0425,126.019,0.462,2008
0.005520000000000001,['Kings of Leon'],0.276,230760,0.715,0,5VGlqQANWDKJFl0MBG3sg2,0.000417,0,0.201,-5.356,1,Use Somebody,76,2008-09-23,0.0432,137.028,0.173,2008
0.073,['Britney Spears'],0.7240000000000001,224400,0.695,0,4fixebDZAVToLbUCuEloa2,0.0,11,0.0889,-5.226,1,Womanizer,76,2008-12-02,0.0622,139.0,0.235,2008
0.645,['Zac Brown Band'],0.5660000000000001,238147,0.713,0,3eBnEo9WL34ulBCZlLpUQO,0.0,6,0.114,-4.25,1,Chicken Fried,75,2008-11-17,0.0417,169.864,0.807,2008
0.0863,['Rihanna'],0.7070000000000001,238627,0.813,0,2VOomzT6VavJOGBeySqaMc,0.0,11,0.168,-4.515,0,Disturbia,75,2008-06-02,0.0571,124.921,0.722,2008
